subject,grade,topic,subtopic_az,rub,questions,subtopic_en,subtopic_ru
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Sadə tənliklər və bərabərsizliklər,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Sadə tənliklərin həlli,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Tənasüb,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Tənlik,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Tənlik haqqında ilkin təsəvvür,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Tərs mütənasiblik,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Törəmə,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Törəmənin həndəsi və fiziki mənası,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Triqonometrik çevirmə və toplama düsturları,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Triqonometrik eyniliklər,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Vurma və bölmənin modelləşdirilməsi,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Xətti funksiya,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Xətti tənliklər sistemi,2,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər","“Ola bilməz”, “ola bilər”, “mütləq” və “yəqin ki” hadisələri",4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Asılı olmayan hadisələrin ehtimalı,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Bucağın tənböləni,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər","Büdcə, gəlir, xərc və qazanc",4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Çoxüzlülər,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Çoxüzlülərin səthinin sahəsi və həcmi,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Dekart koordinat sistemi,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Ehtimala aid məsələlər,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Elementar hadisənin ehtimalı,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər","Fəzada nöqtə, düz xətt və müstəvi",4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Fəzada vektorlar,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Fırlanma cisimləri,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Fırlanma cisimlərinin səthinin sahəsi və həcmi,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Həcm,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Həndəsi qurmalar,4,8,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Koordinat həndəsəsi,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Kuboidin həcmi,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Kütlə,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər","Məlumatların toplanması, təsviri və təhlili",4,21,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Müstəvi fiqurların sahəsi,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Nəzəri və eksperimental ehtimal,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Perimetr və sahə,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Perimetr və sahə düsturları,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Pul və alış-veriş,4,9,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər","Qiymət, miqdar və məbləğ",4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər","Silindr, konus və kürə",4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Simmetriya və sürüşmə,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Tam ehtimal düsturu,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Tamamlayıcı hadisələr,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Triqonometrik nisbətlər,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Tutum,4,10,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər","Uzunluq, kütlə və tutum",4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Vaxt və keçən zaman,4,6,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Vaxt və müddət,4,4,,
Riyaziyyat,9,"Məlumatlar, ehtimal və tətbiqi məsələlər",Zaman,4,8,,
